sim.id,measurement,method,variable,component,value
6,mean,mfvb,gamma,5,-0.637038948447728
6,sd,mfvb,gamma,5,0.10183648318746
6,sd,lrvb,gamma,5,0.111347422535367
6,mean,mcmc,beta,1,0.310152693494405
6,sd,mcmc,beta,1,0.0949379332038508
6,effsize,mcmc,beta,1,1700
6,mean,mcmc,beta,2,0.720498243375502
6,sd,mcmc,beta,2,0.0646331131383197
6,effsize,mcmc,beta,2,1700
6,mean,mcmc,beta,3,1.65110697722028
6,sd,mcmc,beta,3,0.0664370297989982
6,effsize,mcmc,beta,3,1700
6,mean,mcmc,tau,-1,0.431487681553024
6,sd,mcmc,tau,-1,0.0270518601725064
6,effsize,mcmc,tau,-1,1559.8851949542
6,mean,mcmc,nu,-1,2.25003643644941
6,sd,mcmc,nu,-1,1.20186668569016
6,effsize,mcmc,nu,-1,1699.99999999999
6,mean,mcmc,gamma,1,-0.892976400496451
6,sd,mcmc,gamma,1,0.12349799429364
6,effsize,mcmc,gamma,1,1700
6,mean,mcmc,gamma,2,-0.405915226573867
6,sd,mcmc,gamma,2,0.121362138089754
6,effsize,mcmc,gamma,2,1700
6,mean,mcmc,gamma,3,0.643663074215014
6,sd,mcmc,gamma,3,0.124893238159583
6,effsize,mcmc,gamma,3,1319.22236799783
6,mean,mcmc,gamma,4,0.517667615454916
6,sd,mcmc,gamma,4,0.130004317448083
6,effsize,mcmc,gamma,4,1700
6,mean,mcmc,gamma,5,-0.620446092741218
6,sd,mcmc,gamma,5,0.108318894915322
6,effsize,mcmc,gamma,5,1567.42352718983
7,mean,truth,tau,-1,0.252182501330446
7,mean,mfvb,tau,-1,0.271556350982741
7,sd,mfvb,tau,-1,0.0171064421819168
7,sd,lrvb,tau,-1,0.0172401896673009
7,mean,truth,nu,-1,3.3780886974172
7,mean,mfvb,nu,-1,1.69677358629329
7,sd,mfvb,nu,-1,0.79986673933747
7,sd,lrvb,nu,-1,0.805889328803817
7,mean,truth,beta,1,1.51963659133207
7,mean,mfvb,beta,1,1.47521066034323
7,sd,mfvb,beta,1,0.0910028110180085
7,sd,lrvb,beta,1,0.123093610326031
7,mean,truth,beta,2,0.799684062875863
7,mean,mfvb,beta,2,0.855388965508888
7,sd,mfvb,beta,2,0.0854500862067489
7,sd,lrvb,beta,2,0.0856537489346484
7,mean,truth,beta,3,2.7411255104333
7,mean,mfvb,beta,3,2.54873186377577
7,sd,mfvb,beta,3,0.0839976515899377
7,sd,lrvb,beta,3,0.0842951356442431
7,mean,truth,gamma,1,0.716214414581989
7,mean,mfvb,gamma,1,0.596998628214359
7,sd,mfvb,gamma,1,0.141089000142762
7,sd,lrvb,gamma,1,0.155821493419381
7,mean,truth,gamma,2,0.472834489197094
7,mean,mfvb,gamma,2,0.449691315716679
7,sd,mfvb,gamma,2,0.136747568088665
7,sd,lrvb,gamma,2,0.146369986490826
7,mean,truth,gamma,3,0.136971553924406
7,mean,mfvb,gamma,3,0.0605001708646605
7,sd,mfvb,gamma,3,0.145716905721761
7,sd,lrvb,gamma,3,0.158117890711862
7,mean,truth,gamma,4,0.106276774969956
7,mean,mfvb,gamma,4,0.103171265520225
7,sd,mfvb,gamma,4,0.153994305112357
7,sd,lrvb,gamma,4,0.162927869865753
7,mean,truth,gamma,5,-0.947475449551281
7,mean,mfvb,gamma,5,-0.794573810706528
7,sd,mfvb,gamma,5,0.127863125899298
7,sd,lrvb,gamma,5,0.139628889991231
7,mean,mcmc,beta,1,1.29299034657953
7,sd,mcmc,beta,1,0.114980263541119
7,effsize,mcmc,beta,1,1700
7,mean,mcmc,beta,2,0.81111936113453
7,sd,mcmc,beta,2,0.081551139015901
7,effsize,mcmc,beta,2,1700
7,mean,mcmc,beta,3,2.38644814336561
7,sd,mcmc,beta,3,0.082996785839263
7,effsize,mcmc,beta,3,1700
7,mean,mcmc,tau,-1,0.267259575140972
7,sd,mcmc,tau,-1,0.0174417235484055
7,effsize,mcmc,tau,-1,1700
7,mean,mcmc,nu,-1,3.02118017990474
7,sd,mcmc,nu,-1,1.64589665264764
7,effsize,mcmc,nu,-1,1700
7,mean,mcmc,gamma,1,0.657952724717992
7,sd,mcmc,gamma,1,0.154688134078221
7,effsize,mcmc,gamma,1,1700
7,mean,mcmc,gamma,2,0.518680341268009
7,sd,mcmc,gamma,2,0.143983051115861
7,effsize,mcmc,gamma,2,2411.79273022386
7,mean,mcmc,gamma,3,0.147083418586749
7,sd,mcmc,gamma,3,0.156097695932072
7,effsize,mcmc,gamma,3,1435.76678199532
7,mean,mcmc,gamma,4,0.185245328946278
7,sd,mcmc,gamma,4,0.160613819625842
7,effsize,mcmc,gamma,4,1700
7,mean,mcmc,gamma,5,-0.695487164803344
7,sd,mcmc,gamma,5,0.139238470830154
7,effsize,mcmc,gamma,5,1436.74137621739
8,mean,truth,tau,-1,0.975415062542518
8,mean,mfvb,tau,-1,0.987237208700918
8,sd,mfvb,tau,-1,0.0621900985536238
8,sd,lrvb,tau,-1,0.0626889067684662
8,mean,truth,nu,-1,3.17984425429287
8,mean,mfvb,nu,-1,1.24639588759522
8,sd,mfvb,nu,-1,0.587556656107735
8,sd,lrvb,nu,-1,0.589533806573137
8,mean,truth,beta,1,0.00996542953282864
8,mean,mfvb,beta,1,-0.0559119313316807
8,sd,mfvb,beta,1,0.0477424263117544
8,sd,lrvb,beta,1,0.065367690131479
8,mean,truth,beta,2,0.966714503486759
8,mean,mfvb,beta,2,0.942003614230256
8,sd,mfvb,beta,2,0.0448277736859375
8,sd,lrvb,beta,2,0.044938426818168
8,mean,truth,beta,3,0.226237660914217
8,mean,mfvb,beta,3,0.226607577885542
8,sd,mfvb,beta,3,0.0440654233828422
8,sd,lrvb,beta,3,0.0442261424349449
8,mean,truth,gamma,1,-0.140235889429903
8,mean,mfvb,gamma,1,-0.0253001192885078
8,sd,mfvb,gamma,1,0.0750144853223185
8,sd,lrvb,gamma,1,0.0830279072824646
8,mean,truth,gamma,2,-1.16234556408963
8,mean,mfvb,gamma,2,-1.12720791686914
8,sd,mfvb,gamma,2,0.0726452871151087
8,sd,lrvb,gamma,2,0.0780181868288649
8,mean,truth,gamma,3,0.480389476122788
8,mean,mfvb,gamma,3,0.438294790510113
