sim.id,component,lrvb,mcmc
92,709,0.00249967398706231,0.00307144295608569
22,61,-0.000609489799052,-0.000702361997162392
27,1520,-0.000865826357299169,-6.74903906484978e-05
8,379,0.000339509337330331,6.41094234192397e-05
34,1540,0.00109335581983354,-7.17627429396503e-06
65,555,-0.00123878851906202,-0.00135815071649244
49,1588,-0.000753122072011955,0.000111386537959891
59,278,0.000755333051411969,0.000568558884761262
30,1962,0.000951644409929097,0.00141490170753611
33,1782,-7.1920736152122e-05,3.54548143050472e-05
24,844,-0.00160622108629543,-0.00174697931795873
15,125,0.000739826145981611,0.00140733675612411
95,1256,0.00218181171179415,-0.0023912106730212
22,1950,-0.00319400987462832,-0.00799190156964004
28,1069,-0.0120096314817033,-0.0149472090643874
48,410,5.41798364431116e-06,9.09999523084896e-06
52,1300,0.00500576971905395,-0.00916206069134866
13,1143,0.00467244161150003,0.00623886023127582
42,624,-0.00221537559824851,-0.00257322899548601
92,1886,0.00100134006699785,0.000215279925380657
69,1287,-0.00661487810530788,-0.00341513724923623
45,1282,0.000365355230030654,0.0029123301937475
46,868,0.00311710720213279,0.00269556047841529
63,193,0.000670668405425138,0.00161449155393825
4,1324,0.0016524821917287,0.00202969642031293
3,285,0.00124593159461328,0.00126923623575184
37,163,0.000352111210627823,0.000279657050534077
67,728,0.00148749660863704,0.00342989673983283
99,209,0.000301448148485829,0.000386389443183749
9,1063,0.0077118614826284,-0.000999942188410702
46,1203,0.0028736376722737,0.00760880812213486
24,1568,-0.00658333194307067,-0.00580628712273838
90,816,-0.00805194707745785,-0.00763454223710922
93,1051,-0.0341819229040773,-0.0428188320123379
96,742,-0.00558822388075912,-0.0104225380678055
15,1582,0.00647938072732303,0.00663522786839162
52,287,0.000182484575591485,0.000168689515378246
34,588,-0.0125694928728017,-0.0233692057702749
99,924,-0.00356324461069171,-0.00354235387391526
46,1066,0.00954178256910571,0.0112400928001134
71,1547,0.00391297263803821,0.00451556427421179
12,1860,-0.000181399950038959,-0.0043122446137077
66,1126,0.011614952558939,0.0136609855931812
68,268,0.00100091209287175,0.00165705253788768
85,1555,0.000852953598255861,0.00109018239676003
80,698,-0.00234576780576247,-0.000255507803408225
57,886,-0.0245309478206637,-0.0261649152626638
84,751,0.0021023310998108,0.00246217712574495
93,306,-0.00109484076727716,-0.00155619553076028
25,1523,0.0036823444587253,0.00461686425925022
77,1512,0.00122041469841059,-0.00110452712869707
80,1943,-0.00859712147388741,-0.00865070614182426
40,968,0.000277023224034654,0.000140810068820014
67,549,0.0018430952111773,0.000727453654598567
72,1195,0.088870247686522,0.143365714308678
73,658,-0.00797585130132421,-0.00999533677708264
86,1141,0.000335872974433434,-0.00274859850783304
6,10,-0.00139058570827814,5.42073923355415e-05
73,848,0.00295729568300338,0.00232130612196642
78,1671,0.00079367516480893,0.00331159355223616
40,1839,0.00814976140133181,0.00980909380310412
93,63,-0.00110700052963447,-0.000565129136241356
48,1133,-2.15258439769848e-05,-0.00143989421381189
55,1658,-0.00427338927426328,-0.00557189463877034
55,154,0.000215626202462117,-0.000203682807748741
34,1810,0.00376764218027207,0.00364967019154515
43,456,-0.00216938999844826,-0.00305920531584606
71,98,4.59144663186011e-05,0.000102009545524352
71,223,-0.000290697847496952,-0.00029984746654313
64,152,0.000873612022040827,0.000611262746666964
53,106,0.000111270305880941,-0.000273161924932767
61,1224,-0.00519265020324196,0.000933792495389444
68,1801,0.00379418373216454,0.00134135528966572
18,297,0.000905804253334,0.0023286374125921
7,1162,0.00258713648195198,0.0017764015483923
81,149,-0.00124246602088273,-0.00153312415036625
88,954,0.000557897069641587,0.000594079736679454
60,433,-0.00010309382666825,0.00024413818732997
88,450,0.000203745792841655,-5.07686372990347e-05
25,58,-0.000880854066441773,-0.00189660472990715
59,1407,0.00275477515026921,0.004449150547621
51,1098,-6.5460733039345e-06,1.32068456882077e-05
52,1833,7.09581345899773e-05,0.000635378522139327
69,1780,0.00790014281500913,0.00573992673740423
14,1739,-0.001693460206144,-0.00724157989537817
38,526,-0.00655539045565269,-0.00864499999732908
46,1603,-0.00293096934089154,-0.00227008718442104
39,169,-0.00367758747445769,-0.00349238099117712
45,99,-0.000616448923935618,-0.000627125740711887
7,1514,0.00742797871086146,0.00568749456008234
26,502,-0.00447149827022447,-0.00507150141805478
50,1142,0.00174932080557261,0.00161195534538008
31,1158,0.00092772037215543,0.00688666386621954
45,1201,0.0101555933823358,0.00740715357883936
31,656,0.00239641297836287,0.00943714136578899
17,231,-0.00129398516145335,-0.00224317358489395
74,1276,-0.00582670634801538,-0.00330569759352491
61,845,-0.0016673697575819,-0.00203451736700065
5,1487,-0.00132911669111783,-0.000998103690067793
73,629,-0.000342284299613941,0.00235896064057506
62,1845,-0.00161224954218211,0.00115011596274766
46,643,-0.00526830892587111,-0.0025034612030783
31,727,-0.0156188270596102,-0.0165236320083483
29,1695,-0.0145888349774159,-0.0221818252217534
19,310,5.74830889006056e-05,7.87867969637673e-05
22,1880,-0.00577338766058385,-0.00832481464074452
54,649,-0.000319804922198935,-0.000207883137389311
51,1761,0.00220373470303216,0.00405651338328015
49,373,0.000497053143363189,0.000982936037068554
97,249,5.48292576047125e-05,-0.000155342167990936
3,697,0.00188045121902208,0.000149886716301782
24,1607,0.00147597169985337,0.00422012967965064
98,1785,0.000164040261620655,-0.000326837995810079
49,1742,0.00531016030663611,0.00487580826870882
22,1420,-0.0290091268391497,-0.0221741943573046
15,1235,0.0029375511170778,0.00894399780957876
66,178,2.67460533742215e-05,-2.94619454861673e-06
45,328,-0.00153412012071789,-0.0019876633792828
86,1738,-0.00157763679394839,-0.00233872805862062
60,773,-0.00476108748835304,-0.00568215652365248
56,505,-0.00662424050113682,-0.00606795733627367
78,194,2.48666218451379e-05,-0.000251949783614696
9,168,0.000645273824033136,0.000692651557976103
38,1212,0.0104892587664005,0.01088476173914
46,7,0.00131758400436935,0.000191084001620067
97,359,0.000352269945186034,0.000507972151494601
38,974,-0.00260676264887266,-0.000565123260588946
80,1911,0.000315458692142384,0.00175980583237016
81,1098,0.000820281213241595,0.00414566547490992
54,967,-0.000714710206131248,-0.000545777189589604
91,1443,0.00561274527793936,0.00919537152618286
61,1998,0.00342859968356895,0.000945295285088328
13,1305,-0.00144253101251915,-0.00381795179879045
33,99,-0.00123749653680138,0.00097829089067629
55,305,-0.00109909053678295,-0.000269157516115881
86,488,0.00036484195537807,0.000483271625971023
79,1070,0.00632894612544781,0.00654816158093316
77,521,0.000573537722060812,0.00103553158815934
74,912,0.00164874682918877,0.0012703306328515
47,1536,0.000852449281196052,0.00325641502142434
98,174,1.71794947614909e-05,-0.000833169727771055
85,1166,-0.00773001245707254,-0.00973458618181948
26,1685,-0.000542295598332224,-0.00240668265345675
2,824,0.0017815379070304,-0.000571172251569914
21,333,-0.00282643022424069,-0.00255178946555071
31,49,0.000557939367442971,0.00133986867894427
25,936,0.00169580715160632,0.00165157275642977
66,1698,-0.00213446703365079,0.00122345296037425
32,804,-0.000213906684086452,-0.000100819299975332
63,63,-0.00114432962967912,-0.00118853783181047
69,1764,-0.000829404337442127,-0.0022913909716142
44,775,-0.0013352993542616,-0.00416906071013871
58,1725,0.00364636268740782,0.0057301268817956
59,943,0.000114488369921901,0.000816316717744725
99,1170,0.00611185356911678,0.00519309854902508
12,227,-0.001869175017286,-0.00167325942766712
89,1596,0.00124410833974537,0.000421416902926667
81,1564,0.00616406711882086,0.0074881323757707
28,1549,0.00120366438752265,0.001613072585744
50,130,-0.00382464458659182,-0.00288221389601479
16,176,0.000505448180802559,-4.89011445195314e-05
24,1015,0.0225291539863698,0.0405596727640942
80,937,0.00260168017872582,0.00553187142885632
34,1390,0.00404307166219432,0.00610085320014885
95,21,0.000189638136704812,0.000357887392584698
72,1037,0.0703936180659127,0.103665009119747
62,1228,-0.0443204457434509,-0.0725661821679969
74,274,0.000301582259071871,1.99487162713059e-05
92,167,-0.000907628969586978,-0.00128863924586948
75,21,0.00207051825981758,0.00112515481732477
18,1076,-0.000166787704749635,2.61977208643475e-06
81,872,0.000492547333432795,0.00069636490921213
41,673,0.000119711140369724,0.00027799997075721
38,1035,0.0173136895102856,0.0176367325848842
85,1311,7.24568535442746e-05,0.0010129563324845
14,840,0.000670005058045129,0.000771432828818106
46,1692,0.000801077243224658,-0.000947743826254242
75,242,-0.000790683006734823,-0.000795489926609855
14,1620,0.00229642970176588,0.00428330776080763
30,274,0.000431451370173561,0.00105080029625743
63,691,0.000103063697935039,-0.000721498486437014
95,264,-0.00483409024041239,-0.00376615980776447
14,586,0.00071728071671515,-6.2148097812737e-05
15,1723,0.00416329593766587,0.00586229693572356
53,795,0.00174310038633869,0.00170026087911728
86,479,-7.6801753658026e-06,-2.985854418921e-05
70,986,0.00332845468458924,-0.000356290206596663
16,1677,-0.000629546145215618,-0.000761792876205991
75,61,-0.000458822387232833,5.42168302179257e-05
78,1304,-0.0133682463520858,-0.00480668434917783
53,357,-0.00156226314767875,-0.00298050867553186
64,944,-2.2120179936278e-05,0.00013414584593181
44,1937,0.00224620741308336,0.00677906260940042
91,962,0.00176012649192185,0.00490348522936458
78,1266,0.00114701960291094,0.00402980761126411
17,662,-0.00637711596544476,-0.00450936971159591
94,1342,-0.0303013265591101,-0.0747332839976735
35,382,0.00142021085639335,0.00238976107479165
17,466,0.000838830309140258,0.000301370088155987
46,1127,0.000315876416847098,0.00149836660581033
12,1024,0.00350180128734252,-0.00549212745204882
89,1479,-0.0152308201545115,0.00680005399136266
30,960,0.000593302187416183,0.000106392320810313
8,335,0.000171511950939448,0.000124051704099178
77,1205,-0.000814446457017948,-0.00178184380490545
40,1659,0.00103469430675566,-0.00380696950374684
8,859,0.00267419777361563,0.00478211800774857
38,1292,-0.0348386173186663,-0.0372561593396543
90,961,-0.0139420849440228,-0.0146562726132214
63,153,0.000192200619795923,0.000241548882511821
86,796,0.00105304488799611,0.00225615401713833
88,1455,-0.00357647640125523,-0.00826691973210649
6,905,0.00346688864830608,0.00307294048512689
62,1202,-0.0327083781684964,-0.0350597994226665
10,1974,-0.00674551051167022,-0.00828548699232473
75,1119,0.0187113466771522,0.0429043595259656
87,1373,-0.0255105014505076,-0.0312620544366386
16,702,-0.00423757207888934,-0.00164314950409285
51,1236,0.00201318099310043,0.0056383752121402
58,576,-0.00624356310625935,-0.00860110697392474
28,88,-0.000799876644583644,-0.000798937306145089
66,1669,-0.000308249357076124,0.000146368605288006
92,169,-0.00275102820221218,-0.0011731133042556
13,1534,-0.0011121039354532,-0.00142013235749852
51,1531,-0.000818124060744963,-0.00252006526586517
14,1961,-0.000907578062821539,-0.00234102702396625
33,1939,-0.000260873605492789,-0.00284728354023512
11,187,0.000626491097093269,-5.35823620867905e-05
96,1617,0.00209544936297111,0.00419932255575812
80,156,0.000551204542001799,0.000637088464362419
90,1180,0.000830765756160268,0.000878089470470523
83,225,-0.00629322836300564,-0.00450425507083003
77,1174,0.00740113782016355,0.0096178730413589
96,1039,-0.003070447901601,0.00195244080469885
99,629,-0.000207860564992265,0.00202305740536067
49,1839,0.00648598096814833,0.00750666086802623
21,1504,0.00126710314953425,-0.000563201359729141
27,1069,0.00381398205615955,0.00624389021879474
83,1088,0.00618055186064359,0.00931407223350824
88,243,-0.000100606466380521,-0.000300147434708254
26,616,0.00127901641041693,0.0021482785062545
46,1564,-0.00158653651843323,-0.00159740126560332
91,1406,0.00082791880518123,-9.0283253122737e-05
59,1341,0.00934280082509855,0.00790862212875946
60,223,-0.000467246694486162,-0.000507927251086005
49,614,-0.00182673914625286,-0.00164239960048701
29,364,-0.00077880721252288,-0.00157308993710446
10,1796,0.00235016830041072,0.00348055105178146
36,294,-0.00258952536501452,-0.0024327330251305
96,1966,-0.000513685223886508,0.000845702444468231
32,1425,0.00116498516620057,0.000656753842290116
19,1813,-0.00113578404379623,-0.00107679675573633
42,930,-0.00101862956987456,-0.000840320376431066
55,1430,0.0236643421343279,0.0491667515437851
12,631,-0.00437970235176489,-0.00385358761109751
98,628,-0.0426310777991111,-0.0552142545472403
35,764,-0.0173753031478982,-0.0146151537946855
12,800,0.000234842905404596,0.00134570396212635
69,656,0.00124008061720812,-0.00148195107590843
67,1524,0.000946117595655173,0.00393207523540774
36,1203,0.00248232018656371,0.00805062210987299
24,828,-0.00194566079757668,-0.00232352891931118
36,1324,0.0101479035702143,0.0131169594094449
29,1153,0.0578049468526356,0.0998739463325324
33,1234,0.000250708976669802,0.00202667704445136
37,438,-0.000823672327824348,-0.000823028677975578
62,702,-0.00135380517743966,-0.00178406054475356
87,1816,0.000102248220465648,-0.000960005616736561
1,986,0.000947505503416977,-0.000160513379930914
52,1167,0.00500050246749233,-0.0065827554796268
89,1276,-0.00735773513667435,-0.0178181270009021
85,310,-0.000144653770719239,0.000782403206855882
19,924,-0.00150420749338542,-0.000171800615207259
51,763,0.000806841611037201,0.00128108950370461
21,521,0.00330214264186475,0.00439249539610392
1,1478,0.00249737277678577,0.00497454519667206
39,267,0.00092297060077991,0.000263854374959633
98,526,-0.0195784950716116,-0.018303149437983
6,208,-0.000353389118988822,-9.2794602631722e-05
17,350,-0.0014560279788065,-0.00176640001940925
4,1621,-0.00179093643714525,-0.00562203332316332
17,146,0.000703940120034588,0.000205881713530077
69,1531,0.00150170705790969,0.00347587557468754
95,533,0.00376768378575429,0.000762153257824524
95,312,-0.00380166236470301,-0.00504829319481643
52,718,0.00103970228957577,0.00372743580821701
77,1624,0.000747828953354619,0.00422544388736552
93,620,0.00284141516645609,0.00343590639261827
24,1054,0.0152492464516566,0.00955260001114144
23,541,0.00238653067403882,0.00155436749007853
77,723,-0.00476461628476133,-0.00514020915370453
6,69,-0.000961970595490637,-0.00087411435125644
16,1541,0.00281125161281198,0.00259069318637092
54,1022,-0.00664673061035201,-0.00710728646927704
58,334,0.00181481898408786,0.000484818224742011
95,684,-0.00243048904802417,-0.000559149991125115
58,39,-5.36665643975085e-05,-0.00151333011559799
37,1983,0.000203828029888357,0.00167691716464433
67,303,9.24154882130262e-05,0.000636319120558568
13,1405,0.00321719939778515,0.00273298684719564
45,8,-5.62554589895849e-05,9.01395482425539e-05
78,703,-0.00270535200146518,-0.00378120129025889
3,90,-0.00633840338050966,-0.00655934779257202
31,339,0.000498653059088344,0.0010644125775531
88,949,0.00189294072326802,0.001060571647961
93,381,-0.000516097522413332,-0.0004593488645515
50,954,0.00119744261423663,-0.00567197612577788
42,1869,0.00418175966542511,0.00093895806747018
80,585,-0.0034354287451185,-0.00769741966457491
26,1266,0.0204520789824727,0.0560615446363269
16,1836,0.00215596899544412,0.00231609528330574
56,578,0.000651107325454696,-0.000107911466208175
67,1252,-0.0204050629041676,-0.0164448218095301
86,1042,0.000380011135095133,2.77935266430763e-06
68,726,-0.00169553920080892,0.000705237799562213
5,443,3.26744320234123e-05,0.00104607713759729
98,1900,-0.000672139423109315,0.000137538207209779
75,182,0.00107308564260964,0.000601062409260221
49,80,-0.00293407065330068,-0.00386296284697371
79,1140,0.00198418513222969,0.0025724456260413
76,601,-0.00529767130989666,-0.00813034845075518
33,1017,-0.00544788070782341,-0.00229670177843068
61,556,-3.3293963507714e-05,0.000133125328450706
40,1275,0.0307077953703261,0.0331160058095044
30,1551,0.00198428396345998,-1.45614099230783e-05
63,986,0.00214855910196007,0.00232558768110493
67,1951,-0.00219934605481777,-0.000668089534666488
50,1916,0.00301695352701726,0.00129727400094696
8,1025,-0.00588387532325976,-0.00523301587058115
48,1758,-0.000195133380305186,-3.21267046448265e-05
12,756,-0.00368158452505215,-0.00382372016168882
93,393,-0.00174798985541605,-0.00119345552411261
70,920,0.00072425064334728,-8.43579288571374e-05
8,55,-0.00284591768909799,-0.00451146941688456
38,499,-0.00049489598510594,-0.00114254436163766
19,1601,-0.00949210655596623,-0.00973007758909726
79,1094,0.00702296053246268,0.00906766207737519
67,785,0.00331451601010608,0.0025515622437711
45,1885,-5.31197236906181e-05,0.000228386169422875
81,912,0.000252184113441356,-0.000428452770304877
2,761,-0.00174413200295035,-0.00314561921362929
64,129,-7.23517680950205e-05,0.000412576921385028
62,1105,0.00705952401646174,0.0128726205336406
78,1429,0.00402971760754319,0.00845112562035215
64,930,-0.000273732867661209,-0.000614762618954465
99,1426,-0.00298001794112086,-0.00404869396824945
64,63,-0.00126512560093905,-0.0007860958716725
54,1966,-0.0024043480689186,-0.00490251588202321
20,1461,0.000731922424780561,0.00155007937088198
59,1623,-0.00172069809509578,0.000266105190138437
48,909,-0.0343806558493816,-0.0400819979245611
69,446,0.000868446308158414,0.00125063363510475
22,80,-0.00229700502166575,-0.00220717489720292
92,1154,0.0114985501552579,0.00970865725206522
97,1930,-0.0025018916788406,-0.00238361490854773
35,1427,-0.000316344875818448,-0.00787909768161198
60,1848,0.00583074618008044,0.0103315835267059
2,1063,-0.00301524644124735,-0.00380392695412626
17,689,-0.00996859307073802,-0.011756075013954
93,859,0.00181423524148203,0.000516298218528996
15,942,-0.00478834507695413,-0.00830422174014202
78,258,0.000431240330710623,0.00052874599566358
16,810,-0.000344503067406894,-0.00372065332347231
33,200,-0.00380373432769906,-0.00451239686791166
6,195,0.000752943737777212,0.00112505678822422
57,521,0.000828383173569352,0.00203453815146008
51,1074,0.000412257453895658,0.000344987579455648
14,122,-0.000158298749466687,-0.000269248939497605
19,1778,-0.0052246868197701,-0.00384087496517166
83,1611,0.00553881967947238,0.00718970086407581
11,1039,0.0297909277244594,0.0444014099294454
67,582,0.00225351752792056,0.000960897843560435
54,412,0.000562992894119782,0.000177272724733424
28,728,0.00212687183550953,0.00171215505021693
55,190,-0.0028666805809068,-0.00367718855257487
85,295,8.2454183654548e-05,0.000460019152819673
22,1851,0.00674842203075753,0.00848808119479303
12,996,0.00121869277069947,0.000696807483632145
40,600,7.46293594831873e-05,-2.10243255109365e-05
24,1181,-0.00504355532678709,0.00924639880083018
23,1281,-0.0120122956747549,-0.0305921028865882
3,1937,0.0062908127459771,0.00808356718919662
84,703,-0.00376613093117017,-0.0020373489097822
99,433,-0.000347416549880964,-0.00191267599069369
87,1402,-0.00319665938058737,-0.0223344644944544
82,1194,0.0376018546239552,0.0305963186918358
99,722,-0.000124850224420448,-0.00418185337689267
95,1819,0.000238289013227906,-0.00200529658969938
48,191,4.93211310816029e-05,-0.00234352344628357
32,134,-0.00209626966355046,-0.0030602793743081
63,1551,0.00217244256699268,0.000268826712789984
95,472,0.000691665749249321,0.00133970108541569
8,710,0.00137654045908602,0.00260656646082498
42,1585,-0.00163043984718966,-0.00274960516148005
30,905,0.00199350074511624,0.00260133829146481
75,784,0.00271580521769728,0.00262700847451469
83,1052,0.00160984845803591,-0.00168450128032672
100,1481,-0.00129831878027242,-0.0117900457179869
49,1516,0.00100266792147928,0.00292696513581258
40,1008,-0.0177064663126663,-0.023550855812305
14,730,0.00166357354423738,0.00187728860344877
12,1614,-0.00311163771194197,-0.00325988895668849
51,512,-0.0152727855118631,-0.0171191489724939
29,426,0.00089798388053221,0.00066735282150458
23,1517,0.00451381099132096,0.00521287482170475
53,1520,-0.000452503930755227,0.00172240934863463
57,1150,0.000299992927930293,0.000593458718280458
99,580,-0.0116836437424788,-0.0169703752144326
24,1876,0.00528098740595119,0.00540127025787173
36,1272,0.00966489301483881,0.0106028358216003
54,1440,0.0177803747051413,0.00813571688901958
9,950,0.000788155974070702,-1.24790845704467e-05
65,977,-0.00211856904013674,-0.00304011696713165
7,639,0.00359431972343097,0.00110618298999897
72,1643,-0.00164393371131549,-0.000959619742560607
47,1439,-0.00178864749847197,-0.00192519582094983
91,1319,0.000178899469716762,-0.00368555309967712
65,1704,0.00617514678832614,0.0121157517446244
91,748,-0.0105747577504256,-0.00691417060768943
98,300,0.00010049678970969,9.38621743377795e-05
68,526,-0.0051082082160828,-0.000513262452116643
38,1031,0.0124759564646517,0.0182098354915239
46,1595,-0.00338637570821752,-0.00443440245605492
63,1973,-0.00351566832081101,-0.00263947527647787
13,584,0.00145898552056501,0.00021697035062265
97,1224,0.0350315705022761,0.0694193463840014
69,1639,-0.000524138062427986,0.00169324090219088
33,375,0.000113777238369606,-0.00069945508200005
44,1100,0.00235718132161346,0.00320825448754134
69,368,0.000972894895005488,0.0012559418719792
78,223,-0.000706976041828034,2.85225941166978e-05
29,1959,0.00342103574566329,0.0104642743733739
22,704,-0.00156609047714714,-0.00215017975368374
71,1903,-0.00217694668388207,-0.00272789485964755
77,730,0.00161959117139075,0.00259454485872015
41,846,-0.000918130555579959,-0.00233167547578822
20,1534,0.00688316956255109,0.00590578455446794
1,757,0.00122275983798024,0.00108360414251616
7,1635,0.00604622506718605,0.00806609007358035
58,1499,0.00608971088813056,0.00994055947252973
45,321,-0.000279147883630032,-0.000286628711498191
29,960,0.000333980618414671,0.000456164544485852
62,1337,0.0485268092727177,0.0677244783454952
7,940,0.00117491375134121,4.41497058029003e-05
86,973,0.00148632751882847,0.00157946632009511
48,888,-0.00999293091172609,-0.0124691121627517
37,1792,-0.00103802663582043,-0.00234216994739316
35,551,0.000756766214123224,0.000434740773179415
98,399,0.000379278553495188,-0.000718860939496545
85,1651,0.000193965783272864,0.00135809450366033
98,1695,-7.26890118621768e-05,-0.000154429192154307
83,540,0.00246028489347733,0.0033521880846109
18,316,-0.00324924422262086,-0.00524613956668617
