sim.id,variable,measurement,method,value
1,z_132,sd,mcmc,0.719709672819755
1,z_133,mean,mcmc,1.23173250541867
1,z_133,sd,mcmc,0.464408723072025
1,z_134,mean,mcmc,-0.959883969170824
1,z_134,sd,mcmc,0.785229893520233
1,z_135,mean,mcmc,-0.0512424121925732
1,z_135,sd,mcmc,0.660929192207572
1,z_136,mean,mcmc,-0.988432314868631
1,z_136,sd,mcmc,0.784746392609487
1,z_137,mean,mcmc,0.357393680990694
1,z_137,sd,mcmc,0.596718427263393
1,z_138,mean,mcmc,-0.431940471027142
1,z_138,sd,mcmc,0.717363416075243
1,z_139,mean,mcmc,0.814171596312459
1,z_139,sd,mcmc,0.519507068079658
1,z_140,mean,mcmc,0.761612303214398
1,z_140,sd,mcmc,0.527961284229278
1,z_141,mean,mcmc,1.73793470468334
1,z_141,sd,mcmc,0.380797116267487
1,z_142,mean,mcmc,-1.06336755065037
1,z_142,sd,mcmc,0.801775423775477
1,z_143,mean,mcmc,-0.758566072143264
1,z_143,sd,mcmc,0.748981379950141
1,z_144,mean,mcmc,-0.290846245120025
1,z_144,sd,mcmc,0.710026545458404
1,z_145,mean,mcmc,0.335718616111157
1,z_145,sd,mcmc,0.601773561895786
1,z_146,mean,mcmc,0.975692309262329
1,z_146,sd,mcmc,0.494620185640901
1,z_147,mean,mcmc,-0.547305446008518
1,z_147,sd,mcmc,0.742942423918822
1,z_148,mean,mcmc,-1.1266452661844
1,z_148,sd,mcmc,0.795831709686655
1,z_149,mean,mcmc,-0.808526599974333
1,z_149,sd,mcmc,0.765254625741284
1,z_150,mean,mcmc,0.0822725718638363
1,z_150,sd,mcmc,0.662526975810621
1,z_151,mean,mcmc,-0.654478380386972
1,z_151,sd,mcmc,0.730948508733508
1,z_152,mean,mcmc,0.00797591136177213
1,z_152,sd,mcmc,0.646608066268467
1,z_153,mean,mcmc,-0.0252020548977783
1,z_153,sd,mcmc,0.67646832434979
1,z_154,mean,mcmc,-0.624316113963163
1,z_154,sd,mcmc,0.746443826982695
1,z_155,mean,mcmc,0.206761615117795
1,z_155,sd,mcmc,0.617536792986542
1,z_156,mean,mcmc,-0.518612332068058
1,z_156,sd,mcmc,0.740040186943526
1,z_157,mean,mcmc,-0.519858168976098
1,z_157,sd,mcmc,0.758195491876634
1,z_158,mean,mcmc,-1.01606557463778
1,z_158,sd,mcmc,0.773288863140776
1,z_159,mean,mcmc,-0.821607447967869
1,z_159,sd,mcmc,0.764475114024556
1,z_160,mean,mcmc,-0.710808396474818
1,z_160,sd,mcmc,0.748986169705322
1,z_161,mean,mcmc,0.0164310293285169
1,z_161,sd,mcmc,0.639237454116576
1,z_162,mean,mcmc,-0.382431150582541
1,z_162,sd,mcmc,0.740368204725631
1,z_163,mean,mcmc,0.463912184712771
1,z_163,sd,mcmc,0.59711910630866
1,z_164,mean,mcmc,0.722569362600356
1,z_164,sd,mcmc,0.534695704149734
1,z_165,mean,mcmc,0.781761018686455
1,z_165,sd,mcmc,0.533898936477282
1,z_166,mean,mcmc,-0.968513849209824
1,z_166,sd,mcmc,0.76406764604423
1,z_167,mean,mcmc,-0.76288905003573
1,z_167,sd,mcmc,0.758166783398766
1,z_168,mean,mcmc,0.444848109089889
1,z_168,sd,mcmc,0.609926764483644
1,z_169,mean,mcmc,0.0222880367483785
1,z_169,sd,mcmc,0.667206866562075
1,z_170,mean,mcmc,-0.164462805527682
1,z_170,sd,mcmc,0.695490756853947
1,z_171,mean,mcmc,-0.4437432183669
1,z_171,sd,mcmc,0.706474581628341
1,z_172,mean,mcmc,0.159342143728229
1,z_172,sd,mcmc,0.627798595887122
1,z_173,mean,mcmc,0.663368707182886
1,z_173,sd,mcmc,0.553618631961208
1,z_174,mean,mcmc,1.97938443039952
1,z_174,sd,mcmc,0.345231596002637
1,z_175,mean,mcmc,-1.48962398665064
1,z_175,sd,mcmc,0.852938039265755
1,z_176,mean,mcmc,-0.433846769691487
1,z_176,sd,mcmc,0.725268999768076
1,z_177,mean,mcmc,-0.563603615933179
1,z_177,sd,mcmc,0.704668426842547
1,z_178,mean,mcmc,0.663651012843625
1,z_178,sd,mcmc,0.561138996006738
1,z_179,mean,mcmc,-0.886675951455177
1,z_179,sd,mcmc,0.763278780089816
1,z_180,mean,mcmc,-0.191610192530565
1,z_180,sd,mcmc,0.706230265156603
1,z_181,mean,mcmc,0.0787077594970151
1,z_181,sd,mcmc,0.643941828814353
1,z_182,mean,mcmc,-0.373586712408662
1,z_182,sd,mcmc,0.713456594470329
1,z_183,mean,mcmc,-0.272300457679799
1,z_183,sd,mcmc,0.687615030525578
1,z_184,mean,mcmc,-0.704838703981911
1,z_184,sd,mcmc,0.775278024916212
1,z_185,mean,mcmc,0.104037957461995
1,z_185,sd,mcmc,0.619573653290661
1,z_186,mean,mcmc,-0.0796107328320954
1,z_186,sd,mcmc,0.653284578712306
1,z_187,mean,mcmc,1.01275415395895
1,z_187,sd,mcmc,0.488654925370405
1,z_188,mean,mcmc,-0.425964904051085
1,z_188,sd,mcmc,0.730258229134502
1,z_189,mean,mcmc,-1.12021805384236
1,z_189,sd,mcmc,0.798777812646543
1,z_190,mean,mcmc,-0.531237773115439
1,z_190,sd,mcmc,0.748457809868004
1,z_191,mean,mcmc,0.333345752175495
1,z_191,sd,mcmc,0.601741958722396
1,z_192,mean,mcmc,0.447899581845329
1,z_192,sd,mcmc,0.588798366935762
1,z_193,mean,mcmc,-0.498668662256696
1,z_193,sd,mcmc,0.742723156643181
1,z_194,mean,mcmc,-0.0686849726738123
1,z_194,sd,mcmc,0.675351177885639
1,z_195,mean,mcmc,0.641964939616164
1,z_195,sd,mcmc,0.537813121179717
1,z_196,mean,mcmc,1.12583297623892
1,z_196,sd,mcmc,0.485464087561988
1,z_197,mean,mcmc,0.212101630019134
1,z_197,sd,mcmc,0.629614078474358
1,z_198,mean,mcmc,-0.763654685007717
1,z_198,sd,mcmc,0.730172167326196
1,z_199,mean,mcmc,0.167037531039315
1,z_199,sd,mcmc,0.612888545762146
1,z_200,mean,mcmc,-1.00886477620546
1,z_200,sd,mcmc,0.772235346155492
1,z_201,mean,mcmc,-0.180823960902969
1,z_201,sd,mcmc,0.686603297936374
1,z_202,mean,mcmc,-0.737277590053414
1,z_202,sd,mcmc,0.733357657443812
1,z_203,mean,mcmc,-0.296035997003263
1,z_203,sd,mcmc,0.699396351243693
1,z_204,mean,mcmc,-0.816801833237349
1,z_204,sd,mcmc,0.765255330513114
1,z_205,mean,mcmc,-0.294336168086537
1,z_205,sd,mcmc,0.697114221216793
1,z_206,mean,mcmc,-0.0412140323210819
1,z_206,sd,mcmc,0.678628460943543
1,z_207,mean,mcmc,-0.346803163277593
1,z_207,sd,mcmc,0.711493679145671
1,z_208,mean,mcmc,-0.672321220662188
1,z_208,sd,mcmc,0.736499864519969
1,z_209,mean,mcmc,0.795061762089191
1,z_209,sd,mcmc,0.52071881650684
1,z_210,mean,mcmc,0.384703025748195
1,z_210,sd,mcmc,0.611857826514038
1,z_211,mean,mcmc,0.589653964784291
1,z_211,sd,mcmc,0.551235326422168
1,z_212,mean,mcmc,0.569205601188373
1,z_212,sd,mcmc,0.56852728713952
1,z_213,mean,mcmc,0.982566375952407
1,z_213,sd,mcmc,0.506386526568721
1,z_214,mean,mcmc,0.116321786967456
1,z_214,sd,mcmc,0.642182343463375
1,z_215,mean,mcmc,-0.546156822757488
1,z_215,sd,mcmc,0.732570474714248
1,z_216,mean,mcmc,0.26623346178343
1,z_216,sd,mcmc,0.614106442898774
1,z_217,mean,mcmc,1.66797957838436
1,z_217,sd,mcmc,0.388330468037885
1,z_218,mean,mcmc,0.0185408895914168
1,z_218,sd,mcmc,0.658006086257266
1,z_219,mean,mcmc,-0.591329155999075
1,z_219,sd,mcmc,0.739957772608727
1,z_220,mean,mcmc,0.106950564449174
1,z_220,sd,mcmc,0.65148521325583
1,z_221,mean,mcmc,-0.157587750591845
1,z_221,sd,mcmc,0.666536176237062
1,z_222,mean,mcmc,-0.120644415934548
1,z_222,sd,mcmc,0.686568405322408
1,z_223,mean,mcmc,-0.234672017666852
1,z_223,sd,mcmc,0.694409296844505
1,z_224,mean,mcmc,-0.461674103405139
1,z_224,sd,mcmc,0.701503776626553
1,z_225,mean,mcmc,-0.801910286343063
1,z_225,sd,mcmc,0.769863068797522
1,z_226,mean,mcmc,0.580948060609237
1,z_226,sd,mcmc,0.550451697100009
1,z_227,mean,mcmc,0.726902071349601
1,z_227,sd,mcmc,0.545621539145466
1,z_228,mean,mcmc,-0.431149716407027
1,z_228,sd,mcmc,0.718530997959831
1,z_229,mean,mcmc,0.569463294756757
1,z_229,sd,mcmc,0.57094294857757
1,z_230,mean,mcmc,2.59131809513373
1,z_230,sd,mcmc,0.256273264568856
1,z_231,mean,mcmc,-0.263571121814799
1,z_231,sd,mcmc,0.713046572266931
1,z_232,mean,mcmc,-0.519106514322288
1,z_232,sd,mcmc,0.762399845481339
1,z_233,mean,mcmc,1.19378490139183
1,z_233,sd,mcmc,0.458278743584639
1,z_234,mean,mcmc,-1.02412785863512
1,z_234,sd,mcmc,0.779222656716484
1,z_235,mean,mcmc,-1.15094482739373
1,z_235,sd,mcmc,0.786117344930312
1,z_236,mean,mcmc,0.144255635590518
1,z_236,sd,mcmc,0.637630443107025
1,z_237,mean,mcmc,0.931819512746172
1,z_237,sd,mcmc,0.499979302750529
1,z_238,mean,mcmc,0.0520485711105801
1,z_238,sd,mcmc,0.647599061393232
1,z_239,mean,mcmc,-0.0728280932277626
1,z_239,sd,mcmc,0.670187603176933
1,z_240,mean,mcmc,0.497142410253427
1,z_240,sd,mcmc,0.587065625651275
1,z_241,mean,mcmc,-0.0210314778463245
1,z_241,sd,mcmc,0.667261341185892
1,z_242,mean,mcmc,-0.738062114169866
1,z_242,sd,mcmc,0.769183243527286
1,z_243,mean,mcmc,-0.638284571377548
1,z_243,sd,mcmc,0.755063330112263
1,z_244,mean,mcmc,-1.27263513766857
1,z_244,sd,mcmc,0.830597436712832
1,z_245,mean,mcmc,0.908168538156129
1,z_245,sd,mcmc,0.512259486231049
1,z_246,mean,mcmc,-0.2172385931006
1,z_246,sd,mcmc,0.696539936396882
1,z_247,mean,mcmc,0.926266143784626
1,z_247,sd,mcmc,0.521079772695069
1,z_248,mean,mcmc,-0.775948634682374
1,z_248,sd,mcmc,0.744073734169862
1,z_249,mean,mcmc,-0.0892328092738925
1,z_249,sd,mcmc,0.651507119152439
1,z_250,mean,mcmc,-0.169976605696739
1,z_250,sd,mcmc,0.703654858417206
1,z_251,mean,mcmc,0.42989753556694
1,z_251,sd,mcmc,0.583345956308654
1,z_252,mean,mcmc,0.900095570996472
1,z_252,sd,mcmc,0.520525450360346
1,z_253,mean,mcmc,-0.0891058021534818
1,z_253,sd,mcmc,0.665010223514317
1,z_254,mean,mcmc,-0.384087689030453
1,z_254,sd,mcmc,0.70441668439529
1,z_255,mean,mcmc,0.281721515268851
1,z_255,sd,mcmc,0.599889576424441
1,z_256,mean,mcmc,-0.397800854435225
1,z_256,sd,mcmc,0.709397549729806
1,z_257,mean,mcmc,0.817033315416804
1,z_257,sd,mcmc,0.535924179750431
1,z_258,mean,mcmc,0.864937374608508
1,z_258,sd,mcmc,0.523858364071673
1,z_259,mean,mcmc,0.247354902717768
1,z_259,sd,mcmc,0.615705500097017
1,z_260,mean,mcmc,-0.6112343634215
1,z_260,sd,mcmc,0.744220460514932
1,z_261,mean,mcmc,1.12028030999317
1,z_261,sd,mcmc,0.49391401905769
1,z_262,mean,mcmc,0.773267758232986
1,z_262,sd,mcmc,0.539773409723022
1,z_263,mean,mcmc,0.408512874110705
1,z_263,sd,mcmc,0.618804253401206
1,z_264,mean,mcmc,0.946480252410963
1,z_264,sd,mcmc,0.517128335638096
1,z_265,mean,mcmc,1.63289468257253
1,z_265,sd,mcmc,0.399238561321204
1,z_266,mean,mcmc,-1.05817492964273
1,z_266,sd,mcmc,0.787991349724628
1,z_267,mean,mcmc,-0.478112564014209
1,z_267,sd,mcmc,0.722960393953045
1,z_268,mean,mcmc,0.424746843059878
1,z_268,sd,mcmc,0.585218127930615
1,z_269,mean,mcmc,-0.808270922663278
1,z_269,sd,mcmc,0.750215938190148
1,z_270,mean,mcmc,-1.42917969392009
1,z_270,sd,mcmc,0.84141515302898
1,z_271,mean,mcmc,-0.181255214538816
1,z_271,sd,mcmc,0.677803162199675
1,z_272,mean,mcmc,1.16561594242645
1,z_272,sd,mcmc,0.482705144026061
1,z_273,mean,mcmc,-0.599562120677185
1,z_273,sd,mcmc,0.71089874284441
1,z_274,mean,mcmc,0.679785609359436
1,z_274,sd,mcmc,0.545483017934489
1,z_275,mean,mcmc,-0.733966893552323
1,z_275,sd,mcmc,0.763428829756907
1,z_276,mean,mcmc,-0.543101869344317
1,z_276,sd,mcmc,0.738076949489623
1,z_277,mean,mcmc,-0.14027176795037
1,z_277,sd,mcmc,0.694981743493438
1,z_278,mean,mcmc,-0.376096031202013
1,z_278,sd,mcmc,0.706351757623943
1,z_279,mean,mcmc,0.286442993035405
1,z_279,sd,mcmc,0.599071581404493
1,z_280,mean,mcmc,0.0355454817804659
1,z_280,sd,mcmc,0.650086333096522
1,z_281,mean,mcmc,0.174488738167846
1,z_281,sd,mcmc,0.645139450214663
1,z_282,mean,mcmc,1.84272191207857
1,z_282,sd,mcmc,0.361101174114589
1,z_283,mean,mcmc,0.472954146558874
1,z_283,sd,mcmc,0.588906213899958
1,z_284,mean,mcmc,0.227434428053373
1,z_284,sd,mcmc,0.633371648128531
1,z_285,mean,mcmc,0.552207676659112
1,z_285,sd,mcmc,0.575830303679145
1,z_286,mean,mcmc,0.783622154660231
1,z_286,sd,mcmc,0.534402002454559
1,z_287,mean,mcmc,1.80630142916097
1,z_287,sd,mcmc,0.366935642762081
1,z_288,mean,mcmc,0.225806764980021
1,z_288,sd,mcmc,0.628244461415953
1,z_289,mean,mcmc,-1.01355817838463
