sim.id,variable,measurement,method,value
1,z_40,mean,mcmc,0.6224795283263
1,z_40,sd,mcmc,0.551686351656549
1,z_41,mean,mcmc,1.29527644427406
1,z_41,sd,mcmc,0.454947107266327
1,z_42,mean,mcmc,0.76864834178798
1,z_42,sd,mcmc,0.527921277893521
1,z_43,mean,mcmc,-0.79150023689508
1,z_43,sd,mcmc,0.762422667287564
1,z_44,mean,mcmc,1.96198513797473
1,z_44,sd,mcmc,0.349938894498923
1,z_45,mean,mcmc,1.25261072665475
1,z_45,sd,mcmc,0.46939685579503
1,z_46,mean,mcmc,-1.19157343077833
1,z_46,sd,mcmc,0.801620092427005
1,z_47,mean,mcmc,0.508154240883425
1,z_47,sd,mcmc,0.572749843441487
1,z_48,mean,mcmc,0.732748269913808
1,z_48,sd,mcmc,0.534686831090355
1,z_49,mean,mcmc,-0.367003292755501
1,z_49,sd,mcmc,0.704597198183459
1,z_50,mean,mcmc,-0.178718971302018
1,z_50,sd,mcmc,0.690848832241763
1,z_51,mean,mcmc,-0.0586868868370821
1,z_51,sd,mcmc,0.65916174884717
1,z_52,mean,mcmc,0.618822584389301
1,z_52,sd,mcmc,0.576928669561822
1,z_53,mean,mcmc,-0.171312473361195
1,z_53,sd,mcmc,0.686787227834915
1,z_54,mean,mcmc,-0.415520260190307
1,z_54,sd,mcmc,0.708926771335808
1,z_55,mean,mcmc,-0.493507589019844
1,z_55,sd,mcmc,0.723276201418963
1,z_56,mean,mcmc,-0.659390582294294
1,z_56,sd,mcmc,0.735412899330466
1,z_57,mean,mcmc,-0.822290099523795
1,z_57,sd,mcmc,0.758066438387911
1,z_58,mean,mcmc,-0.254449747562634
1,z_58,sd,mcmc,0.702002772849066
1,z_59,mean,mcmc,1.42173601096649
1,z_59,sd,mcmc,0.428166083062771
1,z_60,mean,mcmc,-0.00562663113354196
1,z_60,sd,mcmc,0.670488581753711
1,z_61,mean,mcmc,-0.691797148819405
1,z_61,sd,mcmc,0.739978384639148
1,z_62,mean,mcmc,0.490632514536516
1,z_62,sd,mcmc,0.574699137860558
1,z_63,mean,mcmc,-0.261525621205913
1,z_63,sd,mcmc,0.667692392549588
1,z_64,mean,mcmc,-0.0745375846199161
1,z_64,sd,mcmc,0.666383882298987
1,z_65,mean,mcmc,-0.3108173574098
1,z_65,sd,mcmc,0.699269780253801
1,z_66,mean,mcmc,0.494910556446364
1,z_66,sd,mcmc,0.57732298546063
1,z_67,mean,mcmc,-0.0909737998433968
1,z_67,sd,mcmc,0.662982918915482
1,z_68,mean,mcmc,-0.336500741560676
1,z_68,sd,mcmc,0.703232079155099
1,z_69,mean,mcmc,0.211038925725659
1,z_69,sd,mcmc,0.633130929325193
1,z_70,mean,mcmc,-0.681460380397085
1,z_70,sd,mcmc,0.752341331837608
1,z_71,mean,mcmc,-1.0417953721907
1,z_71,sd,mcmc,0.781706166197609
1,z_72,mean,mcmc,-0.996750655695586
1,z_72,sd,mcmc,0.786435809143337
1,z_73,mean,mcmc,-0.836354924652668
1,z_73,sd,mcmc,0.740804951742339
1,z_74,mean,mcmc,-0.987339324109342
1,z_74,sd,mcmc,0.76697730096585
1,z_75,mean,mcmc,-0.994801482562798
1,z_75,sd,mcmc,0.76433346870453
1,z_76,mean,mcmc,-1.31253569713588
1,z_76,sd,mcmc,0.812585017315087
1,z_77,mean,mcmc,-0.911193958924071
1,z_77,sd,mcmc,0.775710138632363
1,z_78,mean,mcmc,-0.589970863892922
1,z_78,sd,mcmc,0.725077241041128
1,z_79,mean,mcmc,0.815218413804589
1,z_79,sd,mcmc,0.540774950125753
1,z_80,mean,mcmc,-0.488288445168727
1,z_80,sd,mcmc,0.714315195171432
1,z_81,mean,mcmc,0.204561046590292
1,z_81,sd,mcmc,0.629935629547065
1,z_82,mean,mcmc,0.222588724537997
1,z_82,sd,mcmc,0.630896391405286
1,z_83,mean,mcmc,-1.04234430727092
1,z_83,sd,mcmc,0.79806632563478
1,z_84,mean,mcmc,-0.0131659435075927
1,z_84,sd,mcmc,0.661006972432264
1,z_85,mean,mcmc,-0.814517926168514
1,z_85,sd,mcmc,0.757839844001775
1,z_86,mean,mcmc,1.88755348344781
1,z_86,sd,mcmc,0.366959645802075
1,z_87,mean,mcmc,0.518728609109418
1,z_87,sd,mcmc,0.573693863918711
1,z_88,mean,mcmc,-0.893059331319188
1,z_88,sd,mcmc,0.747366108562546
1,z_89,mean,mcmc,0.974088958005504
1,z_89,sd,mcmc,0.499864862119065
1,z_90,mean,mcmc,-0.737140057674605
1,z_90,sd,mcmc,0.766524138425794
1,z_91,mean,mcmc,-0.0804659860837139
1,z_91,sd,mcmc,0.65828768859608
1,z_92,mean,mcmc,2.9584948378715
1,z_92,sd,mcmc,0.226412637586509
1,z_93,mean,mcmc,-0.839762472240854
1,z_93,sd,mcmc,0.748978147306916
1,z_94,mean,mcmc,0.156584378801557
1,z_94,sd,mcmc,0.651186613186338
1,z_95,mean,mcmc,-0.52164571417714
1,z_95,sd,mcmc,0.736812119940778
1,z_96,mean,mcmc,-0.166264432301809
1,z_96,sd,mcmc,0.683568605089915
1,z_97,mean,mcmc,-0.500097061816303
1,z_97,sd,mcmc,0.731181567431275
1,z_98,mean,mcmc,0.478654271895797
1,z_98,sd,mcmc,0.57192470028932
1,z_99,mean,mcmc,-0.263576712817647
1,z_99,sd,mcmc,0.685167323297713
1,z_100,mean,mcmc,0.686854235268668
1,z_100,sd,mcmc,0.550872159479595
1,z_101,mean,mcmc,-0.384458498927469
1,z_101,sd,mcmc,0.702817600975333
1,z_102,mean,mcmc,-0.539082196990017
1,z_102,sd,mcmc,0.728699352536273
1,z_103,mean,mcmc,-0.0661472626002571
1,z_103,sd,mcmc,0.658704772601131
1,z_104,mean,mcmc,1.81806034879786
1,z_104,sd,mcmc,0.360269456984776
1,z_105,mean,mcmc,0.822666624952336
1,z_105,sd,mcmc,0.523083203120894
1,z_106,mean,mcmc,2.38431625965987
1,z_106,sd,mcmc,0.283608607437301
1,z_107,mean,mcmc,-0.591094781383477
1,z_107,sd,mcmc,0.73640825839293
1,z_108,mean,mcmc,-0.743015592191228
1,z_108,sd,mcmc,0.759247517945887
1,z_109,mean,mcmc,0.515064357616319
1,z_109,sd,mcmc,0.574641459033467
1,z_110,mean,mcmc,-0.865852158891539
1,z_110,sd,mcmc,0.779383188649219
1,z_111,mean,mcmc,0.997736278117823
1,z_111,sd,mcmc,0.499238247914035
1,z_112,mean,mcmc,-0.611770599821713
1,z_112,sd,mcmc,0.738687481425917
1,z_113,mean,mcmc,1.17694876994742
1,z_113,sd,mcmc,0.456089500282058
1,z_114,mean,mcmc,-0.28687015566494
1,z_114,sd,mcmc,0.707862084354827
1,z_115,mean,mcmc,0.907005557041975
1,z_115,sd,mcmc,0.506347369469353
1,z_116,mean,mcmc,0.108519921606279
1,z_116,sd,mcmc,0.635604523248781
1,z_117,mean,mcmc,-0.819385452640819
1,z_117,sd,mcmc,0.76355717547892
1,z_118,mean,mcmc,-0.84103972580698
1,z_118,sd,mcmc,0.755337937672881
1,z_119,mean,mcmc,-0.240158348061709
1,z_119,sd,mcmc,0.69725292165391
1,z_120,mean,mcmc,-0.0658734357937142
1,z_120,sd,mcmc,0.676925521770861
1,z_121,mean,mcmc,-0.805048467015529
1,z_121,sd,mcmc,0.758236005053223
1,z_122,mean,mcmc,-0.676787400979348
1,z_122,sd,mcmc,0.738448102354334
1,z_123,mean,mcmc,-0.0458352339868294
1,z_123,sd,mcmc,0.658656809015516
1,z_124,mean,mcmc,0.756731249034032
1,z_124,sd,mcmc,0.56103184758382
1,z_125,mean,mcmc,0.0998463223523853
1,z_125,sd,mcmc,0.655772056491352
1,z_126,mean,mcmc,0.171883925730003
1,z_126,sd,mcmc,0.635890437338074
1,z_127,mean,mcmc,-0.515388772892414
1,z_127,sd,mcmc,0.719951606893086
1,z_128,mean,mcmc,-1.46511089719344
1,z_128,sd,mcmc,0.825851776931054
1,z_129,mean,mcmc,0.617036448379238
1,z_129,sd,mcmc,0.565152598122082
1,z_130,mean,mcmc,-0.987020872035397
1,z_130,sd,mcmc,0.766823414413518
1,z_131,mean,mcmc,-0.420275796243367
1,z_131,sd,mcmc,0.723355512710825
1,z_132,mean,mcmc,-0.555321466760933
1,z_132,sd,mcmc,0.749602450983612
1,z_133,mean,mcmc,1.22805178950442
1,z_133,sd,mcmc,0.453402334710157
1,z_134,mean,mcmc,-0.996507443828489
1,z_134,sd,mcmc,0.788700818389973
1,z_135,mean,mcmc,-0.0324501728017186
1,z_135,sd,mcmc,0.654025468415776
1,z_136,mean,mcmc,-0.972931059728598
1,z_136,sd,mcmc,0.791396317639121
1,z_137,mean,mcmc,0.330046016579764
1,z_137,sd,mcmc,0.636868586646189
1,z_138,mean,mcmc,-0.435971174164243
1,z_138,sd,mcmc,0.728047873217209
1,z_139,mean,mcmc,0.816043921577763
1,z_139,sd,mcmc,0.540765653235423
1,z_140,mean,mcmc,0.723071479045315
1,z_140,sd,mcmc,0.539183941806988
1,z_141,mean,mcmc,1.73307728225071
1,z_141,sd,mcmc,0.369608455217095
1,z_142,mean,mcmc,-1.04607102654177
1,z_142,sd,mcmc,0.777319059916397
1,z_143,mean,mcmc,-0.787192620951832
1,z_143,sd,mcmc,0.756216287667669
1,z_144,mean,mcmc,-0.238185771333067
1,z_144,sd,mcmc,0.688195255175542
1,z_145,mean,mcmc,0.329778873487464
1,z_145,sd,mcmc,0.63203183707457
1,z_146,mean,mcmc,0.965832883465164
1,z_146,sd,mcmc,0.496530386068233
1,z_147,mean,mcmc,-0.532276107757001
1,z_147,sd,mcmc,0.726642794137465
1,z_148,mean,mcmc,-1.11886996541027
1,z_148,sd,mcmc,0.79444449447721
1,z_149,mean,mcmc,-0.819940901432583
1,z_149,sd,mcmc,0.7827889698257
1,z_150,mean,mcmc,0.0712863544222729
1,z_150,sd,mcmc,0.666117487638075
1,z_151,mean,mcmc,-0.677249677398597
1,z_151,sd,mcmc,0.740050751449046
1,z_152,mean,mcmc,-0.0100820224922121
1,z_152,sd,mcmc,0.669658747545883
1,z_153,mean,mcmc,-0.0094511725714814
1,z_153,sd,mcmc,0.658441119912286
1,z_154,mean,mcmc,-0.590320135089246
1,z_154,sd,mcmc,0.745578018515125
1,z_155,mean,mcmc,0.20090215856295
1,z_155,sd,mcmc,0.655161962836388
1,z_156,mean,mcmc,-0.504183174265804
1,z_156,sd,mcmc,0.717035046976897
1,z_157,mean,mcmc,-0.503036843602162
1,z_157,sd,mcmc,0.721296380399981
1,z_158,mean,mcmc,-1.0192899900925
1,z_158,sd,mcmc,0.77752074563168
1,z_159,mean,mcmc,-0.755252249310719
1,z_159,sd,mcmc,0.76092908377812
1,z_160,mean,mcmc,-0.675690086645554
1,z_160,sd,mcmc,0.746792364515986
1,z_161,mean,mcmc,0.0288529725534993
1,z_161,sd,mcmc,0.64095008215341
1,z_162,mean,mcmc,-0.408675904745864
1,z_162,sd,mcmc,0.703286449303103
1,z_163,mean,mcmc,0.475546318606571
1,z_163,sd,mcmc,0.583957765361507
1,z_164,mean,mcmc,0.698678744814211
1,z_164,sd,mcmc,0.561890470874849
1,z_165,mean,mcmc,0.787929563729797
1,z_165,sd,mcmc,0.544350320177942
1,z_166,mean,mcmc,-0.941838549855706
1,z_166,sd,mcmc,0.790449963822868
1,z_167,mean,mcmc,-0.809121249064287
1,z_167,sd,mcmc,0.760486960973407
1,z_168,mean,mcmc,0.439235072066752
1,z_168,sd,mcmc,0.589353073874504
1,z_169,mean,mcmc,0.012756257410304
1,z_169,sd,mcmc,0.644143322563138
1,z_170,mean,mcmc,-0.188970205362926
1,z_170,sd,mcmc,0.684169537751219
1,z_171,mean,mcmc,-0.430186638312116
1,z_171,sd,mcmc,0.692583376268885
1,z_172,mean,mcmc,0.195854819608466
1,z_172,sd,mcmc,0.630844260982639
1,z_173,mean,mcmc,0.614788736288422
1,z_173,sd,mcmc,0.578527839671476
1,z_174,mean,mcmc,1.96974305684775
1,z_174,sd,mcmc,0.349675590170173
1,z_175,mean,mcmc,-1.47085252424174
1,z_175,sd,mcmc,0.798566059789714
1,z_176,mean,mcmc,-0.423586684813299
1,z_176,sd,mcmc,0.706886320501373
1,z_177,mean,mcmc,-0.570801090494488
1,z_177,sd,mcmc,0.737215773533621
1,z_178,mean,mcmc,0.661057085161361
1,z_178,sd,mcmc,0.541709773804403
1,z_179,mean,mcmc,-0.872902441128292
1,z_179,sd,mcmc,0.780220359157
1,z_180,mean,mcmc,-0.146092549494923
1,z_180,sd,mcmc,0.685642319541485
1,z_181,mean,mcmc,0.0960914906536356
1,z_181,sd,mcmc,0.637219563294687
1,z_182,mean,mcmc,-0.401606166984628
1,z_182,sd,mcmc,0.706832784216905
1,z_183,mean,mcmc,-0.328714318885389
1,z_183,sd,mcmc,0.713570875692091
1,z_184,mean,mcmc,-0.748491905753997
1,z_184,sd,mcmc,0.769081132045125
1,z_185,mean,mcmc,0.0975147477639608
1,z_185,sd,mcmc,0.648137758437143
1,z_186,mean,mcmc,-0.0741548294938174
1,z_186,sd,mcmc,0.678470394492627
1,z_187,mean,mcmc,0.980575572796424
1,z_187,sd,mcmc,0.490702239829243
1,z_188,mean,mcmc,-0.458684189718907
1,z_188,sd,mcmc,0.713978703386488
1,z_189,mean,mcmc,-1.1286550030179
1,z_189,sd,mcmc,0.805924632312082
1,z_190,mean,mcmc,-0.492178384596121
1,z_190,sd,mcmc,0.729085321558425
1,z_191,mean,mcmc,0.316033100424784
1,z_191,sd,mcmc,0.611569814514025
1,z_192,mean,mcmc,0.428690782460461
1,z_192,sd,mcmc,0.597922974560178
1,z_193,mean,mcmc,-0.449387003334042
1,z_193,sd,mcmc,0.704267668401689
1,z_194,mean,mcmc,-0.0385920615015932
1,z_194,sd,mcmc,0.656597006233439
1,z_195,mean,mcmc,0.611593999479136
1,z_195,sd,mcmc,0.550584455625753
1,z_196,mean,mcmc,1.122944802065
1,z_196,sd,mcmc,0.479275398033183
1,z_197,mean,mcmc,0.215446974446074
1,z_197,sd,mcmc,0.626163409801598
1,z_198,mean,mcmc,-0.749856034773314
1,z_198,sd,mcmc,0.767406983520873
1,z_199,mean,mcmc,0.168064996336492
1,z_199,sd,mcmc,0.615720864185591
1,z_200,mean,mcmc,-0.996878747499683
1,z_200,sd,mcmc,0.777004022436282
1,z_201,mean,mcmc,-0.153234071942296
1,z_201,sd,mcmc,0.691439228748761
1,z_202,mean,mcmc,-0.765297162252524
1,z_202,sd,mcmc,0.753604973383884
1,z_203,mean,mcmc,-0.310336868650942
1,z_203,sd,mcmc,0.695080616586464
1,z_204,mean,mcmc,-0.796574741038802
1,z_204,sd,mcmc,0.753878300976989
1,z_205,mean,mcmc,-0.278379600273911
1,z_205,sd,mcmc,0.70325170661963
1,z_206,mean,mcmc,-0.0705903384515744
1,z_206,sd,mcmc,0.658794923488936
1,z_207,mean,mcmc,-0.344657332746607
1,z_207,sd,mcmc,0.699686028010861
1,z_208,mean,mcmc,-0.690984731704387
1,z_208,sd,mcmc,0.745595016928046
1,z_209,mean,mcmc,0.793018061776013
1,z_209,sd,mcmc,0.528372285811013
1,z_210,mean,mcmc,0.37979809858864
1,z_210,sd,mcmc,0.615099333651689
1,z_211,mean,mcmc,0.612090663250298
1,z_211,sd,mcmc,0.567506011383802
1,z_212,mean,mcmc,0.541602385151949
1,z_212,sd,mcmc,0.564562418182906
1,z_213,mean,mcmc,0.97244341021203
1,z_213,sd,mcmc,0.489100824978365
1,z_214,mean,mcmc,0.12333344734456
1,z_214,sd,mcmc,0.650581571452666
1,z_215,mean,mcmc,-0.555735832269748
1,z_215,sd,mcmc,0.717955029138448
1,z_216,mean,mcmc,0.257574525493215
1,z_216,sd,mcmc,0.612144654729445
1,z_217,mean,mcmc,1.66053050840923
1,z_217,sd,mcmc,0.394663972311001
1,z_218,mean,mcmc,0.0147678782351344
1,z_218,sd,mcmc,0.672780002771117
1,z_219,mean,mcmc,-0.596673009781534
1,z_219,sd,mcmc,0.753097639790834
1,z_220,mean,mcmc,0.0840173317397527
1,z_220,sd,mcmc,0.652401226014943
1,z_221,mean,mcmc,-0.188497491612929
1,z_221,sd,mcmc,0.678620930097269
1,z_222,mean,mcmc,-0.119730793670411
1,z_222,sd,mcmc,0.66458280692066
1,z_223,mean,mcmc,-0.177965153445067
1,z_223,sd,mcmc,0.654946693850672
1,z_224,mean,mcmc,-0.457805930565211
1,z_224,sd,mcmc,0.736968254737067
1,z_225,mean,mcmc,-0.780448616716428
1,z_225,sd,mcmc,0.782338233205803
1,z_226,mean,mcmc,0.568138245851472
1,z_226,sd,mcmc,0.552804575417426
1,z_227,mean,mcmc,0.715033647753909
1,z_227,sd,mcmc,0.552844237817205
1,z_228,mean,mcmc,-0.411602123061176
1,z_228,sd,mcmc,0.716626803849769
1,z_229,mean,mcmc,0.56863973192346
1,z_229,sd,mcmc,0.564826178374588
1,z_230,mean,mcmc,2.58610193732023
1,z_230,sd,mcmc,0.267488616520973
1,z_231,mean,mcmc,-0.273780133228346
1,z_231,sd,mcmc,0.668537483465629
1,z_232,mean,mcmc,-0.517042374261765
1,z_232,sd,mcmc,0.762249043448242
1,z_233,mean,mcmc,1.16556162965686
1,z_233,sd,mcmc,0.473552102135748
1,z_234,mean,mcmc,-1.02178131654286
1,z_234,sd,mcmc,0.768375920405264
1,z_235,mean,mcmc,-1.17794434567386
1,z_235,sd,mcmc,0.813700428832988
1,z_236,mean,mcmc,0.140665292791396
1,z_236,sd,mcmc,0.616837827137057
1,z_237,mean,mcmc,0.954319447322472
1,z_237,sd,mcmc,0.502126430933409
1,z_238,mean,mcmc,0.0236048838667221
1,z_238,sd,mcmc,0.664482216469952
1,z_239,mean,mcmc,-0.0554398702301718
1,z_239,sd,mcmc,0.672999134692734
1,z_240,mean,mcmc,0.498498777602949
1,z_240,sd,mcmc,0.582610836160745
1,z_241,mean,mcmc,-0.0142469997520634
1,z_241,sd,mcmc,0.658847183199139
1,z_242,mean,mcmc,-0.740136138142707
1,z_242,sd,mcmc,0.762488986232681
1,z_243,mean,mcmc,-0.651258192826553
1,z_243,sd,mcmc,0.713851295011635
1,z_244,mean,mcmc,-1.30729477904001
1,z_244,sd,mcmc,0.804528222318283
1,z_245,mean,mcmc,0.900436808577293
1,z_245,sd,mcmc,0.513892474961337
1,z_246,mean,mcmc,-0.244234264154296
1,z_246,sd,mcmc,0.70925720422513
1,z_247,mean,mcmc,0.881702011528562
1,z_247,sd,mcmc,0.50599985759067
1,z_248,mean,mcmc,-0.794258903648067
1,z_248,sd,mcmc,0.77217543512178
1,z_249,mean,mcmc,-0.0993389027334325
1,z_249,sd,mcmc,0.636710534837935
1,z_250,mean,mcmc,-0.151011149676056
1,z_250,sd,mcmc,0.667247974190451
1,z_251,mean,mcmc,0.453125094349929
1,z_251,sd,mcmc,0.584117585310712
1,z_252,mean,mcmc,0.908261043803873
1,z_252,sd,mcmc,0.524511626105434
1,z_253,mean,mcmc,-0.12709732027622
1,z_253,sd,mcmc,0.67511487650119
1,z_254,mean,mcmc,-0.358326978750928
1,z_254,sd,mcmc,0.715165030567396
1,z_255,mean,mcmc,0.297986972373897
1,z_255,sd,mcmc,0.610212875523714
1,z_256,mean,mcmc,-0.375303623766023
1,z_256,sd,mcmc,0.715385641973127
1,z_257,mean,mcmc,0.807326897846171
1,z_257,sd,mcmc,0.522056863594405
1,z_258,mean,mcmc,0.881755048877144
1,z_258,sd,mcmc,0.50385524902391
1,z_259,mean,mcmc,0.249672271332968
1,z_259,sd,mcmc,0.609391040679775
1,z_260,mean,mcmc,-0.591489567697752
1,z_260,sd,mcmc,0.759484504184314
1,z_261,mean,mcmc,1.12441737437571
1,z_261,sd,mcmc,0.486145300758025
1,z_262,mean,mcmc,0.744238028019813
1,z_262,sd,mcmc,0.544549074058451
1,z_263,mean,mcmc,0.410732783219188
1,z_263,sd,mcmc,0.58773618241989
1,z_264,mean,mcmc,0.948269453757258
1,z_264,sd,mcmc,0.511778126301099
1,z_265,mean,mcmc,1.65087850833076
1,z_265,sd,mcmc,0.403636225129328
1,z_266,mean,mcmc,-1.05964448084142
1,z_266,sd,mcmc,0.805922719955176
1,z_267,mean,mcmc,-0.452773817980891
1,z_267,sd,mcmc,0.726194044864279
1,z_268,mean,mcmc,0.406274101593035
1,z_268,sd,mcmc,0.586330896308186
1,z_269,mean,mcmc,-0.838563554641442
1,z_269,sd,mcmc,0.777641919295327
1,z_270,mean,mcmc,-1.49223699681686
1,z_270,sd,mcmc,0.824061664415554
1,z_271,mean,mcmc,-0.148277508642405
1,z_271,sd,mcmc,0.68650122352054
1,z_272,mean,mcmc,1.15906622604692
1,z_272,sd,mcmc,0.469649996035463
1,z_273,mean,mcmc,-0.594331803777878
1,z_273,sd,mcmc,0.73065214910038
1,z_274,mean,mcmc,0.672999723415732
1,z_274,sd,mcmc,0.54253381771714
1,z_275,mean,mcmc,-0.755432918267567
1,z_275,sd,mcmc,0.7528611823064
1,z_276,mean,mcmc,-0.551642115957222
1,z_276,sd,mcmc,0.726921407972644
1,z_277,mean,mcmc,-0.10407635333389
1,z_277,sd,mcmc,0.678414731909817
1,z_278,mean,mcmc,-0.407410361021843
1,z_278,sd,mcmc,0.71092887688044
1,z_279,mean,mcmc,0.303788276402404
1,z_279,sd,mcmc,0.614847833266742
1,z_280,mean,mcmc,0.00403842257608238
1,z_280,sd,mcmc,0.657455047132544
1,z_281,mean,mcmc,0.186081890077013
1,z_281,sd,mcmc,0.637868720276772
1,z_282,mean,mcmc,1.86041630038466
1,z_282,sd,mcmc,0.358531609420899
1,z_283,mean,mcmc,0.467758034878013
1,z_283,sd,mcmc,0.607867483291204
1,z_284,mean,mcmc,0.232030899678994
1,z_284,sd,mcmc,0.616400153004629
1,z_285,mean,mcmc,0.528258308901932
1,z_285,sd,mcmc,0.5841673203955
1,z_286,mean,mcmc,0.77728151421847
1,z_286,sd,mcmc,0.539954742435752
1,z_287,mean,mcmc,1.78581029483802
1,z_287,sd,mcmc,0.363268692039312
1,z_288,mean,mcmc,0.255225188072406
1,z_288,sd,mcmc,0.635316730148161
1,z_289,mean,mcmc,-1.0117593328795
1,z_289,sd,mcmc,0.770651842352159
1,z_290,mean,mcmc,1.46332359126227
1,z_290,sd,mcmc,0.435430481578816
1,z_291,mean,mcmc,0.0154735371680619
1,z_291,sd,mcmc,0.673901476546126
1,z_292,mean,mcmc,0.573467208927874
1,z_292,sd,mcmc,0.561092302639704
1,z_293,mean,mcmc,-1.06833194229144
1,z_293,sd,mcmc,0.768778290059569
1,z_294,mean,mcmc,-1.15986705481123
1,z_294,sd,mcmc,0.795731821157818
1,z_295,mean,mcmc,0.0730606373009274
1,z_295,sd,mcmc,0.653195706254754
1,z_296,mean,mcmc,0.021573874704885
1,z_296,sd,mcmc,0.650998785712697
1,z_297,mean,mcmc,-0.45205673860001
1,z_297,sd,mcmc,0.70932459020564
1,z_298,mean,mcmc,0.30340778254013
1,z_298,sd,mcmc,0.60915500273969
1,z_299,mean,mcmc,-0.506985940416859
1,z_299,sd,mcmc,0.736802404237753
1,z_300,mean,mcmc,0.310415651337946
1,z_300,sd,mcmc,0.604545512076107
1,z_301,mean,mcmc,0.523668499950602
1,z_301,sd,mcmc,0.5859595320254
1,z_302,mean,mcmc,-1.07523746817703
1,z_302,sd,mcmc,0.805656266145028
1,z_303,mean,mcmc,1.83839098147514
1,z_303,sd,mcmc,0.371135994460591
