sim.id,measurement,method,variable,component,value
1,cov,mfvb,cov_log_nu_log_tau,-1,0
1,cov,lrvb,cov_log_nu_nu,-1,0.150205559014253
1,cov,mfvb,cov_log_nu_nu,-1,0.0743311040238432
2,mean,truth,tau,-1,0.48721515765858
2,mean,mfvb,tau,-1,0.513078471984902
2,sd,mfvb,tau,-1,0.0416161594384955
2,sd,lrvb,tau,-1,0.0441178851048375
2,mean,truth,nu,-1,1.96574973693477
2,mean,mfvb,nu,-1,1.38367500757007
2,sd,mfvb,nu,-1,0.335590482808159
2,sd,lrvb,nu,-1,0.428768673489275
2,mean,truth,log_tau,-1,-0.719049451291717
2,mean,mfvb,log_tau,-1,-0.670619559225071
2,sd,mfvb,log_tau,-1,0.0812442988841875
2,sd,lrvb,log_tau,-1,0.0861126474794881
2,mean,truth,log_nu,-1,0.675873718065121
2,mean,mfvb,log_nu,-1,0.295042992772032
2,sd,mfvb,log_nu,-1,0.246145350155633
2,sd,lrvb,log_nu,-1,0.312710066766406
2,mean,truth,beta,1,0.569525323127286
2,mean,mfvb,beta,1,0.525253801418367
2,sd,mfvb,beta,1,0.0843529887484128
2,sd,lrvb,beta,1,0.15825007448027
2,mean,truth,beta,2,1.54679822542612
2,mean,mfvb,beta,2,1.72261361742503
2,sd,mfvb,beta,2,0.0786959760115672
2,sd,lrvb,beta,2,0.0818549096107777
2,mean,truth,gamma,1,0.129995331371535
2,mean,mfvb,gamma,1,-0.296653417484804
2,sd,mfvb,gamma,1,0.378445915050665
2,sd,lrvb,gamma,1,0.391800882374391
2,mean,truth,gamma,2,-0.225808369524418
2,mean,mfvb,gamma,2,-0.0801839213728712
2,sd,mfvb,gamma,2,0.272001132240101
2,sd,lrvb,gamma,2,0.294058964589687
2,mean,truth,gamma,3,0.554538850071469
2,mean,mfvb,gamma,3,1.17693250580532
2,sd,mfvb,gamma,3,0.322660441941241
2,sd,lrvb,gamma,3,0.350847940691543
2,mean,truth,gamma,4,-0.0232861975182557
2,mean,mfvb,gamma,4,0.634353794762874
2,sd,mfvb,gamma,4,0.376341377008832
2,sd,lrvb,gamma,4,0.394176336441292
2,mean,truth,gamma,5,-0.661306667301853
2,mean,mfvb,gamma,5,-0.595196868314338
2,sd,mfvb,gamma,5,0.302439201454362
2,sd,lrvb,gamma,5,0.323001621439287
2,mean,truth,gamma,6,-0.369851008659057
2,mean,mfvb,gamma,6,0.174665434044628
2,sd,mfvb,gamma,6,0.491482304211859
2,sd,lrvb,gamma,6,0.500243238123498
2,mean,truth,gamma,7,-0.614227949441007
2,mean,mfvb,gamma,7,0.206650519658529
2,sd,mfvb,gamma,7,0.520533624738089
2,sd,lrvb,gamma,7,0.526269099391532
2,mean,truth,gamma,8,-0.398911940579327
2,mean,mfvb,gamma,8,0.342479954014212
2,sd,mfvb,gamma,8,0.318303203894267
2,sd,lrvb,gamma,8,0.339766195338401
2,mean,truth,gamma,9,0.62550060725481
2,mean,mfvb,gamma,9,0.545136026519139
2,sd,mfvb,gamma,9,0.295022764677079
2,sd,lrvb,gamma,9,0.321999690432745
2,mean,truth,gamma,10,0.212228624792162
2,mean,mfvb,gamma,10,-0.222936887005309
2,sd,mfvb,gamma,10,0.407998994895341
2,sd,lrvb,gamma,10,0.419813088448194
2,mean,truth,gamma,11,0.644434244010237
2,mean,mfvb,gamma,11,1.3267154704834
2,sd,mfvb,gamma,11,0.374568297885565
2,sd,lrvb,gamma,11,0.401506668824703
2,mean,truth,gamma,12,1.5878647616725
2,mean,mfvb,gamma,12,1.3828473308171
2,sd,mfvb,gamma,12,0.545148286256587
2,sd,lrvb,gamma,12,0.588001083127542
2,mean,truth,gamma,13,-1.18061209235518
2,mean,mfvb,gamma,13,-1.12158880783543
2,sd,mfvb,gamma,13,0.352467184287762
2,sd,lrvb,gamma,13,0.365814642528647
2,mean,truth,gamma,14,-0.613057884386797
2,mean,mfvb,gamma,14,0.076303255115711
2,sd,mfvb,gamma,14,0.430231268489296
2,sd,lrvb,gamma,14,0.447084201157993
2,mean,truth,gamma,15,0.0745111499901128
2,mean,mfvb,gamma,15,0.651886722214204
2,sd,mfvb,gamma,15,0.45223131747625
2,sd,lrvb,gamma,15,0.470270914146453
2,mean,truth,gamma,16,-0.883755331093459
2,mean,mfvb,gamma,16,-0.892459458441485
2,sd,mfvb,gamma,16,0.377968296896928
2,sd,lrvb,gamma,16,0.396229326294125
2,mean,truth,gamma,17,-0.620552010442875
2,mean,mfvb,gamma,17,-0.725243975675733
2,sd,mfvb,gamma,17,0.445831264664441
2,sd,lrvb,gamma,17,0.456656370874272
2,mean,truth,gamma,18,0.661102201584385
2,mean,mfvb,gamma,18,0.817459607869933
2,sd,mfvb,gamma,18,0.472353353405013
2,sd,lrvb,gamma,18,0.491910572426552
2,mean,truth,gamma,19,0.443519134516925
2,mean,mfvb,gamma,19,0.787176836870212
2,sd,mfvb,gamma,19,0.486795333318391
2,sd,lrvb,gamma,19,0.509215762954517
2,mean,truth,gamma,20,0.972431061111687
2,mean,mfvb,gamma,20,1.37859711625862
2,sd,mfvb,gamma,20,0.376479391772959
2,sd,lrvb,gamma,20,0.407398498633962
2,mean,truth,gamma,21,0.96340906731121
2,mean,mfvb,gamma,21,0.660090314209514
2,sd,mfvb,gamma,21,0.54707335959611
2,sd,lrvb,gamma,21,0.567766437854557
2,mean,truth,gamma,22,0.160366675547241
2,mean,mfvb,gamma,22,-0.246029485221338
2,sd,mfvb,gamma,22,0.356738665587465
2,sd,lrvb,gamma,22,0.379307747176608
2,mean,truth,gamma,23,-0.826286015028596
2,mean,mfvb,gamma,23,-1.19921527216655
2,sd,mfvb,gamma,23,0.355867370802002
2,sd,lrvb,gamma,23,0.365967640026603
2,mean,truth,gamma,24,-0.00358813957820004
2,mean,mfvb,gamma,24,-0.294164629774222
2,sd,mfvb,gamma,24,0.405027609991184
2,sd,lrvb,gamma,24,0.418357807058836
2,mean,truth,gamma,25,0.647496232589629
2,mean,mfvb,gamma,25,0.432552223588516
2,sd,mfvb,gamma,25,0.377378556117492
2,sd,lrvb,gamma,25,0.389508877546486
2,mean,truth,gamma,26,0.676130793986981
2,mean,mfvb,gamma,26,0.546609245797278
2,sd,mfvb,gamma,26,0.276532462855352
2,sd,lrvb,gamma,26,0.30743162428398
2,mean,truth,gamma,27,0.269184212721756
2,mean,mfvb,gamma,27,0.546274478300375
2,sd,mfvb,gamma,27,0.28639479553351
2,sd,lrvb,gamma,27,0.31618696534753
2,mean,truth,gamma,28,0.646625064251241
2,mean,mfvb,gamma,28,0.414030048848288
2,sd,mfvb,gamma,28,0.339884129110254
2,sd,lrvb,gamma,28,0.356461180414684
2,mean,truth,gamma,29,-0.299006969235092
2,mean,mfvb,gamma,29,-0.222469863319932
2,sd,mfvb,gamma,29,0.446470150403529
2,sd,lrvb,gamma,29,0.457009338648051
